M8164;PASTORE;SIGISFRIDO;3494719181
M8163;BIANCHINI;SIGISFREDO;2393401416
M8162;D'AMBROSIO;SIGILFRIDO;3368368415
M8161;ROTA;SIGILFREDO;3391650179
M8160;STELLA;SIGIFRIDO;2323680898
M8169;MARCHESE;SIGNORA;3317451114
M8168;ZANETTI;SIGISMUNDO;2314561155
M5905;CATALANO;NAVARRO;3377784889
M5906;FERRO;NAZARENA;3447713308
M5903;VITALI;NAVARINO;3383244996
M5904;DONATI;NAVARO;3374489716
M5901;COSTANTINI;NAUSICA;2379431309
M5902;DE SIMONE;NAUSICAA;2385547588
M5900;FERRETTI;NATASCIA;2422119352
M8181;SALERNO;SILIA;2365964822
M8180;ALBANESE;SILFRIDO;2325353661
M5909;OLIVIERI;NAZARIO;2459513265
M5907;MILANI;NAZARENO;2394147257
M5908;CALABRESE;NAZARIA;2457028003
M8178;GRILLO;SILENIO;2323952599
M8177;ROSA;SILENE;3489127142
M8176;BERNARDINI;SILENA;3368369920
M8175;LANDI;SILANO;2365038665
M8174;VENTURINI;SILA;2371425265
M8173;DI MARCO;SIGNORINO;3388126921
M8172;TOSI;SIGNORINA;3476077073
M8171;NAPOLITANO;SIGNORELLO;3342798587
M8179;MAGNANI;SILENO;3372954325
M8145;CARTA;SEVERO;3423246909
M8144;MONACO;SEVERIO;2443237907
M8143;ORLANDI;SEVERINO;2314105606
M8142;PAPA;SEVERINA;3488371059
M8141;LEONI;SEVERIANO;2457616965
M8140;ANGELINI;SEVERIANA;3399355652
M8149;GRIMALDI;SIBILLA;3315171681
M8148;ALBERTI;SHAJAHAN;3474890606
M8147;GUIDI;SHAH JAHAN;3335337305
M8146;BALDI;SHAH;3376727668
M8156;DE MARCO;SIGFREDO;3441448153
M8155;PAGANI;SIGEFRIDO;3321429583
M8154;BASSI;SIFRIDO;2319629186
M8153;AIELLO;SIEGFRIED;3473366753
M8152;LOCATELLI;SIEGFRID;2474406159
M8151;MELE;SIDORO;3328423452
M8150;BASSO;SIBILLO;3318888001
M8159;MELIS;SIGIFREDO;2316742159
M8158;BERTI;SIGFRIDO;3481429081
M8157;MAGGI;SIGFRIDA;2329097838
M5938;MARINELLI;NELLINA;2421491935
M4606;ROMANO;INNOCENTE;3329441454
M5939;ARENA;NELLINO;3364444266
M4605;BIANCHI;INNOCENTA;2482484704
M4608;BRUNO;INNOCENTINO;2463481433
M5936;VIOLA;NELLA;3341541057
M4607;COLOMBO;INNOCENTINA;3325082290
M5937;FUMAGALLI;NELLIDA;2471320884
M5934;PINNA;NELIO;2474801336
M4602;RUSSO;INIA;2347862712
M4601;ROSSI;INGO;2488819581
M5935;VALENTI;NELITA;3352948415
M4604;ESPOSITO;INNA;3374209210
M5932;GAROFALO;NELIDE;3397023456
M4603;FERRARI;INIO;3471338626
M5933;MOLINARI;NELINA;3317488586
M4609;RICCI;INNOCENZA;3346460440
M5930;D'ALESSANDRO;NELIA;2375980350
M5931;VOLPE;NELIDA;3351650097
M4600;OLIVA;INGENUINO;3449374160
M4617;GIORDANO;IOLANDO;3476234940
M5949;GRIMALDI;NEMBO;2456804542
M4616;MANCINI;IOLANDA;2395526671
M5947;GUIDI;NELUSKO;2473266335
M4619;LOMBARDI;IOLETTA;2463862533
M5948;ALBERTI;NEMA;3445300045
M4618;RIZZO;IOLE;2423900945
M5945;CARTA;NELUSCA;3379183679
M4613;DE LUCA;INUCCIA;2333719822
M5946;BALDI;NELUSCO;2312021753
M4612;GALLO;INO;2473622601
M4615;COSTA;IOANA;3337448448
M5943;ORLANDI;NELLUSCO;3335354036
M4614;CONTI;IO;3333745390
M5944;MONACO;NELSO;2429096109
M5941;LEONI;NELLO;2418125423
M5942;PAPA;NELLUCCIA;2445486146
M4611;GRECO;INNOCENZO;2348721802
M5940;ANGELINI;NELLIO;3442045958
M4610;MARINO;INNOCENZIO;2463797588
M5916;VENTURA;NAZZARO;2345207295
M5917;MANTOVANI;NEA;2432880880
M5914;POZZI;NAZZARINO;2413717734
M5915;BRUNI;NAZZARIO;3318036708
M5912;PERRONE;NAZZARENO;3474167705
M5913;BRAMBILLA;NAZZARIA;2442579423
M5910;SANTINI;NAZARO;3364740276
M5911;RUGGERI;NAZZARENA;3452564373
M8192;CIRILLO;SILVERO;3358110490
M8191;SACCO;SILVERIO;3468874327
M8190;PROIETTI;SILVERIA;3343284784
M5918;PACE;NEARCO;3492743307
M5919;PIAZZA;NEDA;3351548461
M8189;CECCARELLI;SILVERA;2338931106
M8188;PUGLIESE;SILVANO;3323486527
M8187;COSTANZO;SILVANA;2479624502
M8186;SERAFINI;SILVA;3429524343
M8185;AGOSTINI;SILO;2432971660
M8184;ROSATI;SILIO;3332715886
M8183;MANCUSO;SILIANO;2382491245
M8182;GAGLIARDI;SILIANA;3454306616
M5927;SPINELLI;NEJIB BEN MOHAM;2479216228
M5928;NEGRI;NELDA;2317078592
M5925;FERRANTE;NEERA;2492820360
M5926;LEONARDI;NEERO;3384440763
M5923;SARTORI;NEDIO;2461753638
M5924;GIORGI;NEDO;3489510210
M5921;MORO;NEDDO;3319554785
M5922;MELONI;NEDINA;2316855136
M5929;MARCHI;NELDO;3398463679
M8199;VILLANI;SILVIANO;3422377130
M8198;PICCOLO;SILVIANA;3324794736
M8197;MOTTA;SILVIA;2498384860
M8196;SPINA;SILVESTRO;3424075455
M8195;CAVALLO;SILVESTRINA;3489353972
M8194;VENTURI;SILVESTRE;2343616632
M8193;NARDI;SILVESTRA;3348973928
M5920;FUSCO;NEDDA;2494678405
M3319;PIAZZA;FILODEMO;3348231113
M4649;AMATO;IRIDE;2338740134
M3318;PACE;FILODELFO;2472927376
M3315;BRUNI;FILOCIA;3332677608
M5978;GRILLO;NERONE;3447511682
M4646;PARISI;IRES;3335907955
M4645;FERRI;IREO;2477796325
M5979;MAGNANI;NESTORE;2498799363
M3314;POZZI;FILMA;3429081996
M5976;BERNARDINI;NERIO;3416824307
M4648;BIANCO;IRIANO;2453315490
M3317;MANTOVANI;FILODELFIO;3373825715
M4647;DE ANGELIS;IRIA;3375985557
M5977;ROSA;NERO;2479484278
M3316;VENTURA;FILODEA;3455866024
M4642;MARINI;IRENEO;3359441497
M3311;RUGGERI;FILIPPO;3367856095
M5974;VENTURINI;NERINA;2395026264
M5975;LANDI;NERINO;3328905140
M3310;SANTINI;FILIPPINO;3489549873
M4641;VILLA;IRENEA;3432566005
M3313;BRAMBILLA;FILLIDE;3319017471
M4644;COPPOLA;IRENO;3445850565
M5972;TOSI;NERIA;3336171631
M5973;DI MARCO;NERIDE;3415957564
M4643;LOMBARDO;IRENIO;2465435569
M3312;PERRONE;FILIRA;2411588080
M5970;MANCA;NEREO;3415575645
M5971;NAPOLITANO;NERI;3363418531
M4640;GENTILE;IRENE;2411889864
M3329;MARCHI;FILOSSENE;2423507342
M5989;CECCARELLI;NEVIO;2385967722
M3326;LEONARDI;FILOMENO;3469478372
M4657;MONTI;IRLANDO;3346471391
M3325;FERRANTE;FILOMENNA;3337086392
M4656;FERRARO;IRLANDA;3348669210
M5987;COSTANZO;NEVILIA;3416347641
M4659;GRASSI;IRMINA;3398448900
M3328;NEGRI;FILORETO;3374850508
M4658;PALUMBO;IRMA;3413156834
M5988;PUGLIESE;NEVILIO;3452090234
M3327;SPINELLI;FILONILLA;2336283606
M5985;AGOSTINI;NEVIA;3338051372
M3322;MELONI;FILOMANA;3472659165
M4653;MORELLI;IRINO;3389645781
M3321;MORO;FILODORO;2438010862
M4652;SALA;IRINA;3471468848
M5986;SERAFINI;NEVIANO;2326783681
M3324;GIORGI;FILOMENA;2474136420
M5983;MANCUSO;NEVES;3377477622
M4655;PELLEGRINI;IRIS;3498217177
M4654;GRASSO;IRIO;2382181513
M5984;ROSATI;NEVI;3341342045
M3323;SARTORI;FILOMARINO;3373148065
M5981;SALERNO;NEVA;2452023526
M5982;GAGLIARDI;NEVE;3368432426
M3320;FUSCO;FILODEO;2424115599
M4651;GATTI;IRIDO;3425877182
M5980;ALBANESE;NETTUNO;3321383038
M4650;FABBRI;IRIDIO;2376802075
M4628;LEONE;IONIO;2334278046
M4627;RINALDI;IONIA;2433627218
M5958;BERTI;NENE;2321261334
M4629;D'ANGELO;IORIO;2315120336
M5959;MELIS;NEN ;2338490299
M5956;DE MARCO;NEMORINO;3383708379
M4624;MARIANI;IONE;3373181740
M4623;CARUSO;IONA;2375106275
M5957;MAGGI;NENA;3446977256
M5954;BASSI;NEMORE;3321331885
M4626;SANTORO;IONES;2325568078
M4625;FERRARA;IONELLO;2452822947
M5955;PAGANI;NEMORINA;2334717599
M4620;BARBIERI;IOLO;2429100489
M5952;LOCATELLI;NEMEZIO;2394208106
M5953;AIELLO;NEMO;3377119294
M5950;BASSO;NEMESIA;2375345005
M4622;FONTANA;ION FLORIN;3458069212
M5951;MELE;NEMESIO;3424782129
M4621;MORETTI;ION ALEXANDRU;3485572932
M3308;CALABRESE;FILIPPI;3497146615
M4639;MESSINA;IRENA;2341485858
M4638;MARCHETTI;IPPOLITO;3375888798
M3307;MILANI;FILIPPETTA;2364248104
M5969;MARCHESE;NERELLA;3486776540
M3309;OLIVIERI;FILIPPINA;2385708765
M4635;CONTE;IPPAZIA;2413460894
M3304;DONATI;FILINTO;2326824337
M5967;PEPE;NEREA;3458269579
M4634;SERRA;IPERIDE;2418435869
M3303;VITALI;FILINO;3435658719
M5968;ZANETTI;NEREIDE;3346850790
M4637;DE SANTIS;IPPOLITA;3447279787
M3306;FERRO;FILIPPELLA;2372551581
M5965;GIANNINI;NEPOMUCENO;2313839437
M3305;CATALANO;FILIPPA;3499844847
M5966;GROSSI;NERA;3341559679
M4636;VITALE;IPPAZIO;2381683182
M5963;BIANCHINI;NEO;3394791030
M3300;FERRETTI;FILINA;3486764703
M4631;GALLI;IOSTO;2494708116
M4630;LONGO;IOSELLA;2499369148
M5964;PASTORE;NEPOMICENO;2453466047
M3302;DE SIMONE;FILINDO;2491431637
M4633;MARTINELLI;IOVINA;2349148911
M5961;ROTA;NENNELLA;3423746165
M3301;COSTANTINI;FILINDA;2375777456
M5962;D'AMBROSIO;NENO;2368579209
M4632;MARTINI;IOVANNI;2441689783
M5960;STELLA;NENELLA;3322542522
M3359;MELIS;FINITA;3433487899
M2027;RINALDI;DELISO;3384247624
M3358;BERTI;FINISTAURO;2497094979
M2028;LEONE;DELIZIA;2489061288
M4689;PAGANO;ISIDORA;2433975418
M2029;D'ANGELO;DELIZIO;2328113472
M4680;ORLANDO;ISELDA;3439440890
M2023;CARUSO;DELINO;2459847969
M3355;PAGANI;FINIMUNDA;2487138846
M4686;ROMEO;ISIDA;3446240386
M3354;BASSI;FINIMONDO;2459206413
M2024;MARIANI;DELIO;2469026940
M4685;RIVA;ISETTA;2389697336
M2025;FERRARA;DELISA;3333382915
M3357;MAGGI;FINISIO;2381252197
M4688;SORRENTINO;ISIDO;3394146800
M3356;DE MARCO;FINISIA;3373644476
M4687;FRANCO;ISIDE;2321843268
M2026;SANTORO;DELISIO;2497344294
M3351;MELE;FINIMOLA;2384910075
M4682;NERI;ISELDO;3416540052
M2020;BARBIERI;DELINA;2378666206
M4681;BASILE;ISELDE;3343110401
M3350;BASSO;FINICOLA;3479230167
M3353;AIELLO;FINIMONDA;2412570031
M2021;MORETTI;DELINDA;2456239424
M4684;PALMIERI;ISEO;3363052699
M4683;BARONE;ISELLA;3483684744
M2022;FONTANA;DELINDO;3424838891
M3352;LOCATELLI;FINIMOLO;2454764315
M2038;MARCHETTI;DEMARO;2432958623
M3369;MARCHESE;FIONA;3312542411
M2039;MESSINA;DEMETRIA;2469740470
M4691;PIRAS;ISMAELA;3348634444
M3360;STELLA;FINIZIA;2463710011
M4690;D'AGOSTINO;ISIDORO;3461748820
M3366;GROSSI;FINUZZO;3444870675
M4697;GUERRA;ISOCRATE;3392867075
M2034;SERRA;DELMIRA;3364626112
M4696;CASTELLI;ISO;2419067266
M2035;CONTE;DELMIRO;2339047020
M3365;GIANNINI;FINUZZA;2433108676
M4699;VALENTE;ISOLA;2462385381
M2036;VITALE;DELMO;3396597063
M3368;ZANETTI;FIOLOMENA;2394908990
M2037;DE SANTIS;DEMA;2475402011
M3367;PEPE;FIOLDISA;2341781337
M4698;POLI;ISODORO;2457635148
M3362;D'AMBROSIO;FINO;3444329429
M2030;LONGO;DELLO;3412469293
M4693;MONTANARI;ISMENE;3461337790
M2031;GALLI;DELMA;3431772562
M3361;ROTA;FINIZIO;2471946750
M4692;RUGGIERO;ISMAELE;2327636460
M4695;BELLINI;ISNARDO;2432344804
M2032;MARTINI;DELMINA;2495867054
M3364;PASTORE;FINUCCIO;2441442552
M4694;BATTAGLIA;ISMENO;2391908478
M3363;BIANCHINI;FINUCCIA;3328693555
M2033;MARTINELLI;DELMINO;3481655147
M2009;RICCI;DEIANIRA;3358736555
M4668;BERNARDI;ISA;2372446292
M2005;BIANCHI;DEFENDI;2313933126
M3337;FUMAGALLI;FINALBO;3361956659
M4667;MARTINO;IRZIO;2347441682
M2006;ROMANO;DEFENDINA;3321936310
M3336;VIOLA;FINALBA;2366544957
M3339;ARENA;FINALDO;3489159877
M2007;COLOMBO;DEFENDO;2451658187
M5998;PICCOLO;NICCODEMO;2437000254
M2008;BRUNO;DEGNA;3311335993
M4669;CAPUTO;ISABELLA;2472118668
M3338;MARINELLI;FINALDA;3346479152
M5999;VILLANI;NICCOLA;3421513839
M3333;MOLINARI;FILUCCIA;3351672780
M2001;ROSSI;DECIMO;2428111411
M4664;SILVESTRI;IRO;2363065791
M5996;SPINA;NICASIO;3463460230
M4663;BENEDETTI;IRNO;2324248676
M3332;GAROFALO;FILOTERO;2431484353
M5997;MOTTA;NICCO;3322579603
M2002;RUSSO;DECIO;2415200980
M4666;D'AMICO;IRVANO;3467379918
M2003;FERRARI;DEDALO;3396235908
M3335;VALENTI;FINA;3421343582
M5994;VENTURI;NICANORE;2444998275
M5995;CAVALLO;NICASIA;3474763812
M2004;ESPOSITO;DEFENDENTE;3348830677
M4665;FARINA;IRVANA;2451441714
M3334;PINNA;FILUMENA;3317416197
M5992;CIRILLO;NICANDRINA;2391650736
M4660;TESTA;IRMINO;3327158851
M5993;NARDI;NICANDRO;3498124959
M4662;CARBONE;IRNERIO;3443802746
M5990;PROIETTI;NEVIS;2374479621
M3331;VOLPE;FILOTEO;2399329136
M3330;D'ALESSANDRO;FILOTEA;3362257176
M2000;OLIVA;DECIMINO;3353385078
M5991;SACCO;NICA;3329428684
M4661;VALENTINI;IRMO;2417619848
M3348;ALBERTI;FINETTA;3328249274
M2016;MANCINI;DELFINO;2488740766
M4679;ROSSETTI;ISEA;3359329564
M4678;CATTANEO;ISAURO;3422308620
M2017;GIORDANO;DELFIO;2331484717
M3347;GUIDI;FINESIA;3435455634
M2018;RIZZO;DELFO;2497592633
M3349;GRIMALDI;FINIA;2411854881
M2019;LOMBARDI;DELIA;3385969092
M2012;GALLO;DELEDDA;3376528572
M4675;GIULIANI;ISALDO;3464833556
M3344;MONACO;FINELLA;2373055370
M2013;DE LUCA;DELFA;2487685522
M3343;ORLANDI;FINE;3358461021
M4674;PELLEGRINO;ISAIA;3446975156
M3346;BALDI;FINES;2319609309
M2014;CONTI;DELFIA;2445092632
M4677;DI STEFANO;ISAURA;3477379575
M3345;CARTA;FINEO;2354435907
M2015;COSTA;DELFINA;3446697781
M4676;RIZZI;ISANNA;2422686367
M3340;ANGELINI;FINAO;3438741693
M4671;SANNA;ISABELLO;3484557001
M4670;MAZZA;ISABELLE;2488304427
M4673;DE ROSA;ISADORA;2383649743
M2010;MARINO;DELCISA;2471505793
M3342;PAPA;FINAU;2481393175
M4672;FIORE;ISACCO;2476073379
M2011;GRECO;DELCISO;3464318125
M3341;LEONI;FINAROSA;3482454077
M3391;SACCO;FIORAVANTI;2375833610
M3390;PROIETTI;FIORAVANTE;2338078444
M2060;TESTA;DERIO;2316935453
M3393;NARDI;FIORBELLINA;2494701015
M2061;VALENTINI;DERNA;3475168269
M2062;CARBONE;DERNINO;3379368385
M3392;CIRILLO;FIORAVANTINA;3348350939
M2067;MARTINO;DESIDERA;3367255610
M3399;VILLANI;FIORDALISA;2328088319
M2068;BERNARDI;DESIDERATA;2465739296
M3398;PICCOLO;FIORDALINDA;3339340716
M2069;CAPUTO;DESIDERATO;2458200172
M2063;BENEDETTI;DERNO;3317556168
M3395;CAVALLO;FIORDALICE;2324514098
M2064;SILVESTRI;DERO;2384849217
M3394;VENTURI;FIORDALBA;2341439279
M2065;FARINA;DESDEMONA;3354371519
M3397;MOTTA;FIORDALIGI;3348417085
M2066;D'AMICO;DESIA;3442422133
M3396;SPINA;FIORDALIGE;3383082270
M2070;MAZZA;DESIDERIA;3346064990
M2071;SANNA;DESIDERIO;2366940128
M2072;FIORE;DESIO;3397531906
M2073;DE ROSA;DESOLINA;2448324975
M2078;CATTANEO;DIAMANTA;2367755855
M2079;ROSSETTI;DIAMANTE;2313181165
M2074;PELLEGRINO;DESOLINO;3385670665
M2075;GIULIANI;DESTINO;3344425881
M2076;RIZZI;DEVID;2417212260
M2077;DI STEFANO;DIACO;2475207876
M2049;AMATO;DENISIO;3336780968
M3371;NAPOLITANO;FIORA;3466723454
M2040;GENTILE;DEMETRIO;3336832695
M3370;MANCA;FIOR;3447056393
M2045;FERRI;DENISA;3457792711
M3377;ROSA;FIORALICE;2378690135
M3376;BERNARDINI;FIORALDO;3474245459
M2046;PARISI;DENISA ELENA;2448372556
M2047;DE ANGELIS;DENISE;3485721136
M3379;MAGNANI;FIORAMANTE;3392428539
M2048;BIANCO;DENISIA;3484462535
M3378;GRILLO;FIORALMA;2332688794
M3373;DI MARCO;FIORALBA;2421275402
M2041;VILLA;DEMO;2342330841
M2042;MARINI;DEMOSTENE;3358718791
M3372;TOSI;FIORADEA;3422440518
M3375;LANDI;FIORALDA;2373988595
M2043;LOMBARDO;DENI;2343639890
M2044;COPPOLA;DENIS;3325850606
M3374;VENTURINI;FIORALBO;2377940668
M3380;ALBANESE;FIORAMONTE;2478907405
M2050;FABBRI;DENNIS IDALO;3453583744
M3382;GAGLIARDI;FIORANDA;3423646098
M2051;GATTI;DEO;3354179600
M3381;SALERNO;FIORANA;3353225749
M2056;FERRARO;DEONISIO;2469066743
M3388;PUGLIESE;FIORANTE;3434286551
M3387;COSTANZO;FIORANO;2438410593
M2057;MONTI;DERA;2413980386
M2058;PALUMBO;DERINA;3392036186
M3389;CECCARELLI;FIORANTONIO;3474355285
M2059;GRASSI;DERINO;2388098392
M3384;ROSATI;FIORANGELO;2442894628
M2052;SALA;DEODATA;2374724935
M3383;MANCUSO;FIORANGELA;2412188619
M2053;MORELLI;DEODATO;3413593586
M2054;GRASSO;DEOMIRA;2416357943
M3386;SERAFINI;FIORANNA;2441886062
M3385;AGOSTINI;FIORANGIOLA;2337999619
M2055;PELLEGRINI;DEONISIA;3381306484
M2081;BASILE;DIAMBRA;2425272517
M2082;NERI;DIANA;2318997570
M2083;BARONE;DIANELLA;2417772463
M2084;PALMIERI;DIANELLO;3344054418
M2080;ORLANDO;DIAMANTINA;2433029129
M2089;PAGANO;DIDIA;2368131237
M2085;RIVA;DIANO;2382747542
M2086;ROMEO;DIANORA;2358261144
M2087;FRANCO;DIAZ;3357307125
M2088;SORRENTINO;DIDACO;2397991498
M2092;RUGGIERO;DIDIO;3496086614
M2093;MONTANARI;DIEGA;2312992583
M2094;BATTAGLIA;DIEGO;3372589239
M2095;BELLINI;DILETTA;3396512443
M2090;D'AGOSTINO;DIDIMA;3364092238
M2091;PIRAS;DIDIMO;3489712642
M2096;CASTELLI;DILETTO;3381316478
M2097;GUERRA;DILIA;3363793978
M2098;POLI;DILIANA;2476022538
M2099;VALENTE;DILIO;2364193160
M0963;BIANCHINI;ASCENSA;2457200161
M0962;D'AMBROSIO;ASCANIO;2385267200
M0961;ROTA;ASCANIA;3322049373
M0960;STELLA;ARZENIO;3419477786
M0967;PEPE;ASCENZINA;3374165595
M0966;GROSSI;ASCENZA;2441505475
M0965;GIANNINI;ASCENSO;2443464542
M0964;PASTORE;ASCENSINA;3361999038
M0969;MARCHESE;ASCENZO;2339181151
M0968;ZANETTI;ASCENZIO;3447006059
M0974;VENTURINI;ASIAGO;2422354499
M0973;DI MARCO;ASIA;2437131036
M0972;TOSI;ASDRUBALE;3311522108
M0971;NAPOLITANO;ASCLEPIO;3488725125
M0978;GRILLO;ASMERINO;2445594120
M0977;ROSA;ASMARO;2339829499
M0976;BERNARDINI;ASMARINO;2466362652
M0975;LANDI;ASMARA;2412523918
M0979;MAGNANI;ASPASIA;2487924874
M0970;MANCA;ASCLEPIADE;2469370377
M0941;LEONI;ARTEMIO;3457490867
M0940;ANGELINI;ARTEMINO;2457170123
M0945;CARTA;ARTENIA;2442389434
M0944;MONACO;ARTEMO;3491464533
M0943;ORLANDI;ARTEMISIO;2319437314
M0942;PAPA;ARTEMISIA;3322302045
M0949;GRIMALDI;ARTICO;3311628266
M0948;ALBERTI;ARTERIO;3346636503
M0947;GUIDI;ARTENIO;3413849428
M0946;BALDI;ARTENICE;2474856880
M0952;LOCATELLI;ARTIMINA;3467133254
M0951;MELE;ARTIERO;2386560346
M0950;BASSO;ARTIDE;3496281821
M0956;DE MARCO;ARTURINA;3363495500
M0955;PAGANI;ARTURA;3417533784
M0954;BASSI;ARTIMIO;2499499331
M0953;AIELLO;ARTIMINO;2319171031
M0959;MELIS;ARZELIO;2343373779
M0958;BERTI;ARTURO;2388299237
M0957;MAGGI;ARTURINO;3434426530
M8002;RUSSO;SALVETTO;2475452406
M8001;ROSSI;SALVERIO;3311242406
M8000;OLIVA;SALVERINO;3432401795
M8009;RICCI;SALVUCCIO;3446506336
M8008;BRUNO;SALVO;2475936440
M8007;COLOMBO;SALVIO;2456894290
M8006;ROMANO;SALVINO;3335668954
M8005;BIANCHI;SALVINA;2476153838
M8004;ESPOSITO;SALVIANO;2455796702
M8003;FERRARI;SALVIA;2488723199
M8013;DE LUCA;SAMUELE;2343985833
M8012;GALLO;SAMUELA;2378605616
M8011;GRECO;SAMANTHA;2427628405
M8010;MARINO;SAMANTA;3328905805
M8019;LOMBARDI;SANSONE;3455377922
M8018;RIZZO;SANKHARE;3452146283
M8017;GIORDANO;SANDRO;2448179071
M8016;MANCINI;SANDRINO;2323110707
M8015;COSTA;SANDRINA;2346748298
M8014;CONTI;SANDRA;2477368483
M0985;AGOSTINI;ASSUERO;2483189268
M0984;ROSATI;ASSUERA;2396444169
M0983;MANCUSO;ASSENZIO;2346150884
M0982;GAGLIARDI;ASSALONNE;3425670906
M0989;CECCARELLI;ASSUNTO;2445092827
M0988;PUGLIESE;ASSUNTINO;3494594777
M0987;COSTANZO;ASSUNTINA;2373600804
M0986;SERAFINI;ASSUNTA;3387481952
M0981;SALERNO;ASPROMONTE;2416262552
M0980;ALBANESE;ASPASIO;2343164780
M0996;SPINA;ASTORE;3481296843
M0995;CAVALLO;ASTOLFO;2329189524
M0994;VENTURI;ASTERO;2454667516
M0993;NARDI;ASTERIO;2499256429
M0999;VILLANI;ASTRA;2325643679
M0998;PICCOLO;ASTORRE;3364895805
M0997;MOTTA;ASTORINO;3453437770
M0992;CIRILLO;ASTERINO;2433241355
M0991;SACCO;ASTERIA;2336036693
M0990;PROIETTI;ASTER;2358285426
M8046;PARISI;SATURNA;3338597252
M8045;FERRI;SARO;2337446834
M8044;COPPOLA;SARITA;3479515124
M8043;LOMBARDO;SARIO;2482332512
M8042;MARINI;SARINO;2456342789
M8041;VILLA;SARINA;3381445423
M8040;GENTILE;SARIA;2468740397
M8049;AMATO;SATURNINO;3447534182
M8048;BIANCO;SATURNINA;2461242546
M8047;DE ANGELIS;SATURNIA;3468573506
M8060;TESTA;SAVERINO;2398956431
M8057;MONTI;SAURO;2333800199
M8056;FERRARO;SAURA;3447592942
M8055;PELLEGRINI;SAULO;2383616369
M8054;GRASSO;SAULLE;3313846601
M8053;MORELLI;SAULE;3477578269
M8052;SALA;SAULA;2454096234
M8051;GATTI;SAUL;3488686608
M8050;FABBRI;SATURNO;2382331895
M8059;GRASSI;SAVERINA;2387595735
M8058;PALUMBO;SAVERIA;3456311940
M8024;MARIANI;SANTI;2412675053
M8023;CARUSO;SANTELLA;3457753492
M8022;FONTANA;SANTE;2442790710
M8021;MORETTI;SANTARELLA;3316968373
M8020;BARBIERI;SANTA;2311849306
M8029;D'ANGELO;SANTO;2357830367
M8028;LEONE;SANTINO;3435985207
M8027;RINALDI;SANTINA;3399578488
M8026;SANTORO;SANTIN;3424877001
M8025;FERRARA;SANTILLO;3447911389
M8035;CONTE;SANTUZZA;3357933962
M8034;SERRA;SANTUCCIO;2365416270
M8033;MARTINELLI;SANTUCCIA;3341636698
M8032;MARTINI;SANTORO;2412305979
M8031;GALLI;SANTOLO;3394483609
M8030;LONGO;SANTOLA;2385884400
M8039;MESSINA;SARETTO;2381651724
M8038;MARCHETTI;SARA;2333826202
M8037;DE SANTIS;SANZIO;2436873144
M8036;VITALE;SANZIA;2466896477
M5817;GIORDANO;MORANO;3365097862
M5818;RIZZO;MORAVIO;2342954030
M5815;COSTA;MORANDA;2424101451
M5816;MANCINI;MORANDO;3333332036
M5813;DE LUCA;MORALDI;3421403297
M5814;CONTI;MORALDO;2386872618
M5811;GRECO;MONTELLO;3311404917
M5812;GALLO;MORA;3466910400
M8093;MONTANARI;SELVAGGIA;3489625155
M8092;RUGGIERO;SELVA;2395338725
M8091;PIRAS;SELMO;3336283893
M8090;D'AGOSTINO;SELMINO;2412486223
M5819;LOMBARDI;MORDECHAI;3449075224
M8089;PAGANO;SELMA;2459326676
M8088;SORRENTINO;SELENO;3472197728
M8087;FRANCO;SELENIO;3346570832
M8086;ROMEO;SELENE;2389089195
M8085;RIVA;SELENA;2477938722
